cell,time (min),A intensity (a.u.),B intensity (a.u.),C intensity (a.u.),X intensity (a.u.)
10,5.017,0.721,0.928,0.275,0.017
10,6.689,0.749,0.908,0.232,0.030
10,8.361,0.679,0.866,0.212,0.105
10,10.033,0.642,0.860,0.188,0.065
10,11.706,0.555,0.852,0.193,0.064
10,13.378,0.513,0.840,0.178,0.186
10,15.050,0.496,0.839,0.135,0.047
10,16.722,0.463,0.845,0.110,0.050
10,18.395,0.349,0.877,0.088,0.154
10,20.067,0.243,0.807,0.086,0.030
10,21.739,0.225,0.692,0.065,0.096
10,23.411,0.162,0.595,0.061,0.071
10,25.084,0.146,0.516,0.180,0.187
10,26.756,0.295,0.442,0.256,0.099
10,28.428,0.404,0.446,0.348,0.021
10,30.100,0.486,0.517,0.417,0.018
10,31.773,0.588,0.504,0.503,0.075
10,33.445,0.680,0.529,0.507,0.041
10,35.117,0.802,0.613,0.469,0.073
10,36.789,0.732,0.611,0.391,0.036
10,38.462,0.753,0.673,0.313,0.048
10,40.134,0.780,0.738,0.268,0.113
10,41.806,0.724,0.713,0.216,0.120
10,43.478,0.733,0.707,0.200,0.082
10,45.151,0.583,0.718,0.171,0.103
10,46.823,0.619,0.732,0.143,0.172
10,48.495,0.582,0.731,0.122,0.023
10,50.167,0.459,0.705,0.113,0.278
10,51.839,0.386,0.706,0.114,0.482
10,53.512,0.271,0.677,0.133,0.293
10,55.184,0.253,0.637,0.078,0.375
10,56.856,0.253,0.566,0.068,0.459
10,58.528,0.195,0.494,0.163,0.356
10,60.201,0.331,0.505,0.263,0.316
10,61.873,0.487,0.553,0.252,0.289
10,63.545,0.483,0.571,0.228,0.300
10,65.217,0.438,0.611,0.194,0.311
10,66.890,0.444,0.653,0.230,0.383
10,68.562,0.492,0.684,0.292,0.371
10,70.234,0.553,0.673,0.389,0.408
10,71.906,0.601,0.696,0.450,0.300
10,73.579,0.618,0.736,0.519,0.522
10,75.251,0.601,0.754,0.548,0.502
10,76.923,0.701,0.781,0.589,0.379
10,78.595,0.677,0.763,0.616,0.515
10,80.268,0.725,0.772,0.655,0.355
10,81.940,0.719,0.730,0.692,0.221
10,83.612,0.754,0.763,0.717,0.200
10,85.284,0.780,0.747,0.719,0.114
10,86.957,0.741,0.789,0.621,0.277
10,88.629,0.751,0.832,0.486,0.128
10,90.301,0.763,0.814,0.405,0.064
10,91.973,0.771,0.784,0.342,0.081
10,93.645,0.773,0.802,0.380,0.033
10,95.318,0.777,0.803,0.474,0.065
10,96.990,0.767,0.761,0.596,0.064
10,98.662,0.794,0.791,0.556,0.072
10,100.334,0.716,0.809,0.478,0.010
10,102.007,0.747,0.803,0.411,0.051
10,103.679,0.768,0.832,0.340,0.036
10,105.351,0.669,0.815,0.305,0.120
10,107.023,0.639,0.812,0.248,0.098
10,108.696,0.700,0.816,0.210,0.196
10,110.368,0.673,0.841,0.185,0.333
10,112.040,0.618,0.825,0.142,0.413
10,113.712,0.513,0.844,0.115,0.309
10,115.385,0.425,0.827,0.102,0.460
10,117.057,0.319,0.795,0.074,0.453
10,118.729,0.239,0.781,0.087,0.408
10,120.401,0.237,0.648,0.218,0.450
10,122.074,0.343,0.582,0.335,0.530
10,123.746,0.459,0.602,0.409,0.411
10,125.418,0.476,0.589,0.463,0.639
10,127.090,0.482,0.588,0.384,0.558
10,128.763,0.619,0.606,0.483,0.454
10,130.435,0.649,0.598,0.470,0.415
10,132.107,0.688,0.626,0.506,0.457
10,133.779,0.743,0.653,0.546,0.458
10,135.452,0.726,0.669,0.627,0.499
10,137.124,0.651,0.721,0.591,0.305
10,138.796,0.645,0.708,0.586,0.484
10,140.468,0.619,0.702,0.635,0.363
10,142.140,0.625,0.714,0.718,0.370
10,143.813,0.561,0.791,0.712,0.336
10,145.485,0.593,0.774,0.697,0.435
10,147.157,0.569,0.831,0.587,0.385
10,148.829,0.649,0.810,0.520,0.441
10,150.502,0.738,0.762,0.445,0.419
10,152.174,0.683,0.799,0.376,0.289
10,153.846,0.677,0.786,0.315,0.387
10,155.518,0.657,0.842,0.278,0.287
10,157.191,0.618,0.823,0.253,0.258
10,158.863,0.607,0.813,0.197,0.290
10,160.535,0.536,0.812,0.164,0.345
10,162.207,0.477,0.811,0.146,0.397
10,163.880,0.448,0.837,0.132,0.400
10,165.552,0.441,0.762,0.102,0.345
10,167.224,0.324,0.766,0.080,0.548
10,168.896,0.279,0.692,0.067,0.356
10,170.569,0.241,0.675,0.053,0.273
10,172.241,0.206,0.597,0.051,0.065
10,173.913,0.164,0.508,0.051,0.093
10,175.585,0.128,0.446,0.031,0.023
10,177.258,0.079,0.397,0.014,0.202
10,178.930,0.104,0.352,0.020,0.117
10,180.602,0.106,0.298,0.021,0.084
10,182.274,0.098,0.249,0.031,0.193
10,183.946,0.049,0.210,0.014,0.067
10,185.619,0.055,0.196,0.006,0.010
10,187.291,0.096,0.178,0.021,0.010
10,188.963,0.043,0.165,0.015,0.063
10,190.635,0.048,0.148,0.004,0.052
10,192.308,0.049,0.128,0.007,0.011
10,193.980,0.076,0.104,0.016,0.013
10,195.652,0.072,0.098,0.040,0.386
10,197.324,0.052,0.076,0.013,0.481
10,198.997,0.047,0.066,0.014,0.474
10,200.669,0.071,0.062,0.134,0.107
10,202.341,0.220,0.075,0.174,0.015
10,204.013,0.288,0.095,0.164,0.075
10,205.686,0.308,0.183,0.123,0.148
10,207.358,0.319,0.255,0.125,0.014
10,209.030,0.283,0.273,0.098,0.351
10,210.702,0.265,0.269,0.104,0.463
10,212.375,0.191,0.272,0.082,0.273
10,214.047,0.174,0.265,0.071,0.347
10,215.719,0.153,0.214,0.074,0.347
10,217.391,0.137,0.185,0.069,0.570
10,219.064,0.109,0.151,0.055,0.331
10,220.736,0.078,0.121,0.062,0.418
10,222.408,0.053,0.122,0.046,0.467
10,224.080,0.073,0.105,0.029,0.286
10,225.753,0.083,0.091,0.040,0.458
10,227.425,0.073,0.090,0.026,0.397
10,229.097,0.055,0.077,0.018,0.306
10,230.769,0.099,0.068,0.022,0.421
10,232.441,0.055,0.045,0.023,0.494
10,234.114,0.084,0.062,0.038,0.566
10,235.786,0.067,0.050,0.037,0.725
10,237.458,0.064,0.044,0.020,0.550
10,239.130,0.065,0.019,0.013,0.651
10,240.803,0.106,0.025,0.008,0.323
10,242.475,0.095,0.021,0.018,0.371
10,244.147,0.054,0.016,0.006,0.560
10,245.819,0.059,0.023,0.041,0.258
10,247.492,0.057,0.033,0.015,0.378
10,249.164,0.084,0.016,0.017,0.541
10,250.836,0.068,0.019,0.010,0.323
10,252.508,0.077,0.020,0.020,0.445
10,254.181,0.048,0.011,0.012,0.467
10,255.853,0.055,0.026,0.011,0.361
10,257.525,0.048,0.010,0.012,0.611
10,259.197,0.047,0.008,0.007,0.630
10,260.870,0.063,0.014,0.052,0.219
10,262.542,0.097,0.025,0.140,0.336
10,264.214,0.309,0.053,0.274,0.271
10,265.886,0.485,0.117,0.339,0.370
10,267.559,0.588,0.246,0.472,0.312
10,269.231,0.666,0.330,0.537,0.615
10,270.903,0.752,0.360,0.597,0.357
10,272.575,0.685,0.397,0.591,0.443
10,274.247,0.682,0.463,0.622,0.517
10,275.920,0.747,0.545,0.666,0.452
10,277.592,0.774,0.623,0.658,0.401
10,279.264,0.725,0.679,0.683,0.435
10,280.936,0.635,0.712,0.682,0.471
10,282.609,0.639,0.739,0.663,0.473
10,284.281,0.707,0.738,0.680,0.557
10,285.953,0.747,0.743,0.749,0.698
10,287.625,0.645,0.756,0.754,0.518
10,289.298,0.676,0.807,0.693,0.396
10,290.970,0.706,0.821,0.629,0.379
10,292.642,0.719,0.777,0.528,0.518
10,294.314,0.661,0.761,0.478,0.634
10,295.987,0.822,0.785,0.405,0.354
10,297.659,0.876,0.790,0.382,0.342
10,299.331,0.847,0.783,0.311,0.114
10,301.003,0.694,0.793,0.301,0.103
10,302.676,0.566,0.818,0.373,0.014
10,304.348,0.601,0.863,0.428,0.224
10,306.020,0.673,0.809,0.450,0.278
10,307.692,0.727,0.835,0.487,0.463
10,309.365,0.710,0.834,0.520,0.284
10,311.037,0.625,0.820,0.579,0.484
10,312.709,0.686,0.807,0.600,0.456
10,314.381,0.630,0.822,0.657,0.392
10,316.054,0.647,0.796,0.683,0.369
10,317.726,0.654,0.819,0.718,0.592
10,319.398,0.686,0.815,0.767,0.436
10,321.070,0.718,0.848,0.708,0.570
10,322.742,0.692,0.828,0.661,0.288
10,324.415,0.731,0.806,0.677,0.358
10,326.087,0.711,0.824,0.700,0.458
10,327.759,0.772,0.809,0.684,0.534
10,329.431,0.722,0.812,0.697,0.416
10,331.104,0.661,0.791,0.688,0.551
10,332.776,0.749,0.770,0.698,0.461
10,334.448,0.761,0.772,0.665,0.474
10,336.120,0.748,0.734,0.657,0.574
10,337.793,0.733,0.728,0.692,0.426
10,339.465,0.700,0.764,0.702,0.449
10,341.137,0.712,0.755,0.604,0.363
10,342.809,0.740,0.806,0.509,0.618
10,344.482,0.725,0.784,0.435,0.306
10,346.154,0.763,0.780,0.391,0.436
10,347.826,0.763,0.781,0.327,0.463
10,349.498,0.792,0.785,0.300,0.188
10,351.171,0.778,0.750,0.248,0.108
10,352.843,0.697,0.795,0.232,0.150
10,354.515,0.657,0.840,0.184,0.201
10,356.187,0.630,0.827,0.158,0.127
10,357.860,0.601,0.838,0.136,0.094
10,359.532,0.505,0.855,0.123,0.058
10,361.204,0.573,0.894,0.215,0.030
10,362.876,0.581,0.887,0.328,0.077
10,364.548,0.625,0.883,0.435,0.043
10,366.221,0.711,0.782,0.548,0.043
10,367.893,0.724,0.761,0.581,0.011
10,369.565,0.715,0.777,0.601,0.065
10,371.237,0.703,0.736,0.620,0.133
10,372.910,0.725,0.724,0.632,0.113
10,374.582,0.736,0.720,0.720,0.036
10,376.254,0.794,0.753,0.682,0.083
10,377.926,0.797,0.768,0.637,0.108
10,379.599,0.786,0.760,0.529,0.056
10,381.271,0.760,0.770,0.463,0.042
10,382.943,0.712,0.781,0.384,0.074
10,384.615,0.771,0.771,0.335,0.172
10,386.288,0.717,0.759,0.287,0.069
10,387.960,0.711,0.760,0.242,0.045
10,389.632,0.646,0.739,0.194,0.037
10,391.304,0.632,0.741,0.151,0.024
10,392.977,0.501,0.757,0.138,0.077
10,394.649,0.389,0.731,0.103,0.045
10,396.321,0.342,0.726,0.085,0.087
10,397.993,0.324,0.714,0.069,0.036
10,399.666,0.246,0.638,0.057,0.064
10,401.338,0.268,0.612,0.060,0.458
10,403.010,0.172,0.497,0.050,0.341
10,404.682,0.083,0.443,0.030,0.246
10,406.355,0.095,0.381,0.023,0.314
10,408.027,0.042,0.356,0.030,0.233
10,409.699,0.057,0.297,0.020,0.275
10,411.371,0.081,0.245,0.051,0.486
10,413.043,0.071,0.211,0.021,0.323
10,414.716,0.063,0.188,0.009,0.451
10,416.388,0.040,0.158,0.025,0.634
10,418.060,0.051,0.146,0.019,0.605
10,419.732,0.025,0.143,0.008,0.709
10,421.405,0.066,0.110,0.053,0.313
10,423.077,0.038,0.082,0.162,0.537
10,424.749,0.263,0.079,0.291,0.562
10,426.421,0.381,0.159,0.359,0.463
11,0.000,0.090,0.333,0.045,0.335
11,1.672,0.066,0.305,0.035,0.220
11,3.344,0.069,0.253,0.033,0.520
11,5.017,0.049,0.228,0.037,0.664
11,6.689,0.048,0.213,0.033,0.378
11,8.361,0.042,0.171,0.026,0.494
11,10.033,0.075,0.119,0.026,0.306
11,11.706,0.040,0.099,0.025,0.367
11,13.378,0.037,0.094,0.021,0.501
11,15.050,0.031,0.094,0.019,0.301
11,16.722,0.064,0.082,0.004,0.398
11,18.395,0.068,0.062,0.024,0.324
11,20.067,0.024,0.060,0.015,0.294
11,21.739,0.061,0.051,0.003,0.235
11,23.411,0.041,0.056,0.005,0.023
11,25.084,0.051,0.044,0.007,0.233
11,26.756,0.067,0.035,0.023,0.076
11,28.428,0.053,0.044,0.020,0.009
11,30.100,0.059,0.025,0.005,0.075
11,31.773,0.027,0.051,0.009,0.027
11,33.445,0.065,0.035,0.011,0.026
11,35.117,0.066,0.025,0.002,0.045
11,36.789,0.048,0.041,0.031,0.080
11,38.462,0.046,0.025,0.011,0.026
11,40.134,0.044,0.010,0.085,0.043
11,41.806,0.164,0.023,0.229,0.003
11,43.478,0.347,0.066,0.192,0.108
11,45.151,0.356,0.176,0.148,0.084
11,46.823,0.409,0.223,0.130,0.128
11,48.495,0.306,0.259,0.116,0.061
11,50.167,0.290,0.286,0.095,0.220
11,51.839,0.228,0.330,0.080,0.035
11,53.512,0.195,0.330,0.086,0.066
11,55.184,0.173,0.293,0.059,0.022
11,56.856,0.110,0.261,0.145,0.005
11,58.528,0.198,0.221,0.190,0.067
11,60.201,0.285,0.243,0.269,0.031
11,61.873,0.385,0.280,0.306,0.133
11,63.545,0.426,0.351,0.269,0.085
11,65.217,0.536,0.411,0.271,0.215
11,66.890,0.524,0.490,0.206,0.071
11,68.562,0.525,0.475,0.152,0.042
11,70.234,0.473,0.535,0.131,0.015
11,71.906,0.426,0.558,0.121,0.138
11,73.579,0.362,0.611,0.105,0.083
11,75.251,0.274,0.599,0.101,0.032
11,76.923,0.220,0.560,0.066,0.152
11,78.595,0.184,0.523,0.072,0.206
11,80.268,0.185,0.474,0.063,0.005
11,81.940,0.210,0.384,0.076,0.028
11,83.612,0.228,0.372,0.233,0.002
11,85.284,0.495,0.434,0.331,0.069
11,86.957,0.583,0.487,0.430,0.114
11,88.629,0.766,0.542,0.475,0.197
11,90.301,0.756,0.569,0.536,0.110
11,91.973,0.646,0.622,0.647,0.046
11,93.645,0.684,0.673,0.603,0.146
11,95.318,0.733,0.675,0.703,0.037
11,96.990,0.674,0.686,0.661,0.067
11,98.662,0.621,0.706,0.665,0.087
11,100.334,0.686,0.770,0.683,0.191
11,102.007,0.731,0.727,0.743,0.285
11,103.679,0.703,0.772,0.835,0.757
11,105.351,0.775,0.799,0.804,0.686
11,107.023,0.692,0.773,0.749,0.648
11,108.696,0.709,0.767,0.819,0.437
11,110.368,0.730,0.774,0.825,0.348
11,112.040,0.793,0.775,0.834,0.276
11,113.712,0.837,0.820,0.758,0.359
11,115.385,0.897,0.857,0.721,0.512
11,117.057,0.877,0.858,0.758,0.394
11,118.729,0.862,0.853,0.808,0.507
11,120.401,0.827,0.871,0.851,0.447
11,122.074,0.841,0.805,0.856,0.393
11,123.746,0.788,0.840,0.912,0.557
11,125.418,0.739,0.820,0.872,0.301
11,127.090,0.789,0.863,0.867,0.363
11,128.763,0.696,0.862,0.753,0.377
11,130.435,0.760,0.847,0.787,0.589
11,132.107,0.722,0.806,0.783,0.356
11,133.779,0.723,0.849,0.792,0.321
11,135.452,0.731,0.848,0.761,0.477
11,137.124,0.741,0.830,0.754,0.343
11,138.796,0.776,0.836,0.733,0.521
11,140.468,0.682,0.812,0.736,0.427
11,142.140,0.775,0.823,0.768,0.503
11,143.813,0.756,0.865,0.791,0.513
11,145.485,0.745,0.870,0.877,0.600
11,147.157,0.737,0.817,0.825,0.389
11,148.829,0.662,0.806,0.781,0.313
11,150.502,0.689,0.835,0.692,0.211
11,152.174,0.848,0.795,0.635,0.360
11,153.846,0.754,0.789,0.615,0.328
11,155.518,0.731,0.760,0.701,0.283
11,157.191,0.666,0.788,0.681,0.408
11,158.863,0.653,0.765,0.641,0.496
11,160.535,0.660,0.776,0.525,0.293
11,162.207,0.652,0.806,0.436,0.288
11,163.880,0.747,0.828,0.372,0.494
11,165.552,0.661,0.832,0.294,0.462
11,167.224,0.665,0.867,0.277,0.291
11,168.896,0.738,0.863,0.235,0.422
11,170.569,0.722,0.792,0.204,0.476
11,172.241,0.698,0.790,0.180,0.508
11,173.913,0.574,0.805,0.161,0.733
11,175.585,0.479,0.825,0.155,0.545
11,177.258,0.512,0.808,0.119,0.343
11,178.930,0.433,0.806,0.109,0.747
11,180.602,0.419,0.852,0.109,0.507
11,182.274,0.302,0.813,0.073,0.389
11,183.946,0.207,0.754,0.054,0.412
11,185.619,0.177,0.663,0.046,0.588
11,187.291,0.163,0.566,0.047,0.517
11,188.963,0.133,0.523,0.046,0.318
11,190.635,0.110,0.447,0.018,0.233
11,192.308,0.094,0.354,0.016,0.505
11,193.980,0.101,0.312,0.028,0.355
11,195.652,0.052,0.276,0.020,0.571
11,197.324,0.075,0.236,0.023,0.517
11,198.997,0.065,0.204,0.014,0.558
11,200.669,0.054,0.157,0.030,0.540
11,202.341,0.050,0.142,0.027,0.574
11,204.013,0.042,0.119,0.000,0.393
11,205.686,0.072,0.097,0.010,0.387
11,207.358,0.046,0.076,0.003,0.367
11,209.030,0.054,0.073,0.026,0.513
11,210.702,0.046,0.063,0.033,0.584
11,212.375,0.026,0.052,0.007,0.360
11,214.047,0.050,0.045,0.005,0.333
11,215.719,0.048,0.040,0.007,0.381
11,217.391,0.057,0.061,0.003,0.478
11,219.064,0.135,0.033,0.038,0.328
11,220.736,0.039,0.054,0.003,0.371
11,222.408,0.097,0.023,0.003,0.427
11,224.080,0.061,0.029,0.000,0.324
11,225.753,0.058,0.032,0.011,0.451
11,227.425,0.074,0.016,0.020,0.634
11,229.097,0.057,0.017,0.041,0.378
11,230.769,0.027,0.021,0.002,0.067
11,232.441,0.042,0.018,0.007,0.255
11,234.114,0.055,0.016,0.011,0.042
11,235.786,0.040,0.028,0.023,0.100
11,237.458,0.030,0.024,0.012,0.304
11,239.130,0.041,0.018,0.071,0.255
11,240.803,0.076,0.009,0.184,0.326
11,242.475,0.233,0.016,0.279,0.320
11,244.147,0.283,0.049,0.379,0.147
11,245.819,0.387,0.100,0.417,0.289
11,247.492,0.547,0.198,0.431,0.449
11,249.164,0.617,0.295,0.393,0.350
11,250.836,0.644,0.326,0.301,0.487
11,252.508,0.648,0.391,0.249,0.633
11,254.181,0.633,0.445,0.238,0.427
11,255.853,0.596,0.523,0.193,0.446
11,257.525,0.555,0.522,0.170,0.231
11,259.197,0.564,0.524,0.149,0.108
11,260.870,0.487,0.549,0.129,0.104
11,262.542,0.397,0.576,0.102,0.133
11,264.214,0.364,0.529,0.093,0.123
11,265.886,0.288,0.575,0.093,0.170
11,267.559,0.208,0.577,0.081,0.470
11,269.231,0.186,0.523,0.070,0.286
11,270.903,0.138,0.457,0.054,0.120
11,272.575,0.119,0.403,0.044,0.078
11,274.247,0.145,0.349,0.054,0.261
11,275.920,0.110,0.352,0.035,0.570
11,277.592,0.107,0.258,0.038,0.507
11,279.264,0.076,0.213,0.054,0.681
11,280.936,0.059,0.190,0.034,0.444
11,282.609,0.082,0.180,0.018,0.423
11,284.281,0.052,0.150,0.037,0.274
11,285.953,0.033,0.127,0.016,0.308
11,287.625,0.050,0.090,0.026,0.181
11,289.298,0.041,0.081,0.085,0.048
11,290.970,0.250,0.079,0.201,0.065
11,292.642,0.360,0.136,0.313,0.089
11,294.314,0.494,0.228,0.384,0.124
11,295.987,0.527,0.287,0.465,0.058
11,297.659,0.516,0.377,0.416,0.424
11,299.331,0.565,0.422,0.384,0.399
11,301.003,0.652,0.487,0.331,0.401
11,302.676,0.619,0.522,0.264,0.443
11,304.348,0.618,0.564,0.215,0.355
11,306.020,0.657,0.605,0.192,0.400
11,307.692,0.693,0.618,0.178,0.371
11,309.365,0.674,0.646,0.170,0.572
11,311.037,0.565,0.677,0.138,0.240
11,312.709,0.455,0.650,0.115,0.655
11,314.381,0.441,0.658,0.094,0.378
11,316.054,0.333,0.665,0.084,0.428
11,317.726,0.274,0.622,0.066,0.433
11,319.398,0.211,0.579,0.076,0.475
11,321.070,0.157,0.547,0.067,0.310
11,322.742,0.132,0.480,0.040,0.481
11,324.415,0.089,0.400,0.023,0.424
11,326.087,0.074,0.334,0.027,0.560
11,327.759,0.050,0.288,0.042,0.464
11,329.431,0.065,0.252,0.043,0.434
11,331.104,0.038,0.213,0.024,0.325
11,332.776,0.050,0.180,0.013,0.248
11,334.448,0.070,0.161,0.011,0.239
11,336.120,0.038,0.140,0.016,0.398
11,337.793,0.098,0.139,0.011,0.399
11,339.465,0.059,0.122,0.023,0.258
11,341.137,0.080,0.104,0.041,0.376
11,342.809,0.093,0.099,0.010,0.291
11,344.482,0.046,0.099,0.005,0.317
11,346.154,0.064,0.074,0.020,0.340
11,347.826,0.079,0.068,0.017,0.474
11,349.498,0.031,0.077,0.002,0.552
11,351.171,0.024,0.067,0.012,0.401
11,352.843,0.069,0.057,0.043,0.498
11,354.515,0.085,0.052,0.026,0.204
11,356.187,0.072,0.053,0.006,0.539
11,357.860,0.071,0.044,0.008,0.576
11,359.532,0.076,0.031,0.023,0.457
11,361.204,0.074,0.045,0.012,0.309
11,362.876,0.054,0.053,0.004,0.316
11,364.548,0.043,0.015,0.001,0.572
11,366.221,0.062,0.015,0.000,0.368
11,367.893,0.037,0.018,0.047,0.098
11,369.565,0.127,0.011,0.233,0.096
11,371.237,0.321,0.101,0.304,0.071
11,372.910,0.390,0.159,0.410,0.134
11,374.582,0.470,0.220,0.496,0.030
11,376.254,0.643,0.302,0.586,0.053
11,377.926,0.707,0.414,0.611,0.093
11,379.599,0.671,0.513,0.675,0.188
11,381.271,0.785,0.534,0.702,0.470
11,382.943,0.783,0.616,0.675,0.385
11,384.615,0.728,0.636,0.543,0.523
11,386.288,0.761,0.657,0.493,0.519
11,387.960,0.628,0.704,0.404,0.547
11,389.632,0.686,0.749,0.355,0.454
11,391.304,0.747,0.773,0.312,0.352
11,392.977,0.798,0.804,0.263,0.540
11,394.649,0.765,0.801,0.231,0.565
11,396.321,0.732,0.804,0.184,0.546
11,397.993,0.639,0.811,0.166,0.461
11,399.666,0.532,0.829,0.129,0.393
11,401.338,0.436,0.761,0.116,0.487
11,403.010,0.408,0.781,0.099,0.341
11,404.682,0.335,0.745,0.084,0.376
11,406.355,0.277,0.682,0.073,0.398
11,408.027,0.232,0.617,0.073,0.553
11,409.699,0.185,0.514,0.074,0.380
11,411.371,0.166,0.462,0.046,0.551
11,413.043,0.139,0.370,0.041,0.706
11,414.716,0.141,0.312,0.068,0.451
11,416.388,0.094,0.277,0.042,0.347
11,418.060,0.080,0.236,0.040,0.452
11,419.732,0.104,0.195,0.047,0.377
11,421.405,0.100,0.150,0.015,0.400
11,423.077,0.069,0.119,0.010,0.559
11,424.749,0.062,0.127,0.018,0.463
11,426.421,0.030,0.108,0.022,0.302
12,0.000,0.264,0.413,0.093,0.456
12,1.672,0.204,0.420,0.072,0.384
12,3.344,0.196,0.348,0.049,0.606
12,5.017,0.171,0.306,0.051,0.402
12,6.689,0.149,0.262,0.036,0.419
12,8.361,0.098,0.238,0.046,0.212
12,10.033,0.140,0.167,0.027,0.417
12,11.706,0.075,0.142,0.028,0.214
12,13.378,0.074,0.101,0.034,0.220
12,15.050,0.059,0.099,0.032,0.664
12,16.722,0.100,0.076,0.030,0.418
12,18.395,0.068,0.087,0.019,0.439
12,20.067,0.052,0.076,0.024,0.576
12,21.739,0.041,0.040,0.033,0.468
12,23.411,0.062,0.038,0.022,0.585
12,25.084,0.020,0.040,0.015,0.512
12,26.756,0.020,0.042,0.010,0.383
12,28.428,0.077,0.029,0.004,0.290
12,30.100,0.052,0.032,0.016,0.220
12,31.773,0.020,0.038,0.009,0.281
12,33.445,0.040,0.020,0.024,0.390
12,35.117,0.042,0.042,0.010,0.417
12,36.789,0.025,0.029,0.004,0.340
12,38.462,0.079,0.038,0.019,0.420
12,40.134,0.059,0.022,0.023,0.420
12,41.806,0.034,0.048,0.004,0.289
12,43.478,0.025,0.025,0.001,0.187
12,45.151,0.053,0.022,0.008,0.134
12,46.823,0.054,0.021,0.016,0.134
12,48.495,0.040,0.005,0.006,0.106
12,50.167,0.041,0.009,0.013,0.002
12,51.839,0.070,0.033,0.022,0.012
12,53.512,0.085,0.030,0.011,0.001
12,55.184,0.025,0.028,0.015,0.078
12,56.856,0.029,0.019,0.008,0.018
12,58.528,0.070,0.016,0.011,0.024
12,60.201,0.032,0.023,0.019,0.072
12,61.873,0.041,0.012,0.009,0.034
12,63.545,0.022,0.065,0.008,0.079
12,65.217,0.057,0.010,0.028,0.150
12,66.890,0.072,0.010,0.042,0.117
12,68.562,0.156,0.010,0.213,0.106
12,70.234,0.263,0.045,0.216,0.021
12,71.906,0.294,0.058,0.175,0.054
12,73.579,0.411,0.118,0.145,0.079
12,75.251,0.375,0.260,0.133,0.115
12,76.923,0.301,0.317,0.119,0.133
12,78.595,0.370,0.313,0.114,0.042
12,80.268,0.302,0.357,0.085,0.057
12,81.940,0.269,0.392,0.095,0.095
12,83.612,0.302,0.387,0.197,0.044
12,85.284,0.383,0.421,0.344,0.130
12,86.957,0.452,0.448,0.441,0.114
12,88.629,0.591,0.494,0.492,0.054
12,90.301,0.647,0.581,0.559,0.026
12,91.973,0.606,0.606,0.440,0.028
12,93.645,0.621,0.625,0.370,0.013
12,95.318,0.633,0.608,0.308,0.128
12,96.990,0.668,0.683,0.255,0.068
12,98.662,0.733,0.715,0.236,0.007
12,100.334,0.716,0.719,0.218,0.082
12,102.007,0.686,0.721,0.172,0.094
12,103.679,0.662,0.739,0.138,0.068
12,105.351,0.532,0.715,0.147,0.110
12,107.023,0.523,0.785,0.119,0.043
12,108.696,0.463,0.808,0.094,0.012
12,110.368,0.367,0.746,0.078,0.066
12,112.040,0.302,0.728,0.092,0.077
12,113.712,0.205,0.675,0.088,0.169
12,115.385,0.155,0.604,0.067,0.235
12,117.057,0.114,0.511,0.066,0.531
12,118.729,0.105,0.438,0.031,0.296
12,120.401,0.151,0.398,0.040,0.139
12,122.074,0.099,0.333,0.029,0.009
12,123.746,0.082,0.290,0.013,0.042
12,125.418,0.108,0.258,0.014,0.015
12,127.090,0.061,0.201,0.018,0.018
12,128.763,0.064,0.185,0.029,0.101
12,130.435,0.070,0.196,0.007,0.126
12,132.107,0.092,0.158,0.021,0.165
12,133.779,0.106,0.132,0.018,0.041
12,135.452,0.080,0.115,0.002,0.124
12,137.124,0.080,0.101,0.025,0.054
12,138.796,0.037,0.078,0.019,0.003
12,140.468,0.040,0.079,0.015,0.178
12,142.140,0.050,0.070,0.007,0.028
12,143.813,0.058,0.069,0.003,0.002
12,145.485,0.059,0.048,0.009,0.084
12,147.157,0.099,0.043,0.024,0.280
12,148.829,0.066,0.032,0.005,0.320
12,150.502,0.058,0.036,0.001,0.365
12,152.174,0.046,0.031,0.004,0.314
12,153.846,0.074,0.026,0.015,0.337
12,155.518,0.045,0.028,0.025,0.362
12,157.191,0.146,0.025,0.000,0.369
12,158.863,0.059,0.032,0.021,0.560
12,160.535,0.059,0.023,0.026,0.649
12,162.207,0.085,0.043,0.022,0.724
12,163.880,0.104,0.027,0.010,0.423
12,165.552,0.075,0.031,0.020,0.341
12,167.224,0.082,0.024,0.034,0.371
12,168.896,0.129,0.041,0.180,0.618
12,170.569,0.244,0.076,0.234,0.447
12,172.241,0.407,0.137,0.348,0.595
12,173.913,0.494,0.232,0.439,0.558
12,175.585,0.557,0.267,0.555,0.491
12,177.258,0.720,0.329,0.587,0.613
12,178.930,0.785,0.406,0.570,0.532
12,180.602,0.816,0.446,0.607,0.530
12,182.274,0.689,0.486,0.652,0.378
12,183.946,0.656,0.538,0.777,0.468
12,185.619,0.666,0.542,0.737,0.245
12,187.291,0.710,0.565,0.792,0.060
12,188.963,0.723,0.655,0.801,0.045
12,190.635,0.768,0.692,0.787,0.146
12,192.308,0.700,0.668,0.738,0.278
12,193.980,0.673,0.699,0.715,0.298
12,195.652,0.786,0.721,0.737,0.251
12,197.324,0.733,0.787,0.684,0.527
12,198.997,0.740,0.795,0.652,0.344
12,200.669,0.704,0.793,0.701,0.045
12,202.341,0.708,0.776,0.740,0.037
12,204.013,0.714,0.787,0.712,0.015
12,205.686,0.687,0.806,0.725,0.143
12,207.358,0.661,0.811,0.757,0.113
